mesh_name,vertex_count,face_count,is_watertight,surface_area,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,extent_x,extent_y,extent_z,bbox_volume,area_to_bbox_volume_ratio,centroid_x,centroid_y,centroid_z,compactness,sample_count,sample_centroid_x,sample_centroid_y,sample_centroid_z,dist_mean,dist_std,dist_min,dist_q10,dist_q50,dist_q90,dist_max
Sinusoid-Morphed Cube,98,192,True,619.7272415750037,433.4674415122552,-5.45,-5.45,-5.45,5.45,5.45,5.45,10.9,10.9,10.9,1295.029,0.4785431380880303,8.828366252624399e-16,-6.083833562076392e-16,-2.1497645095676297e-18,11.20047452776696,8000,0.07917230123065824,0.010070558051448663,-0.049822129498027536,5.275470957645968,1.039493564250669,3.6967378015679557,3.9843094542011577,5.150413470493115,6.816681625915675,7.785934378435037
