mesh_name,vertex_count,face_count,is_watertight,surface_area,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,extent_x,extent_y,extent_z,bbox_volume,area_to_bbox_volume_ratio,centroid_x,centroid_y,centroid_z,compactness,sample_count,sample_centroid_x,sample_centroid_y,sample_centroid_z,dist_mean,dist_std,dist_min,dist_q10,dist_q50,dist_q90,dist_max
MF Doom Mask,148,236,False,18.09062945672276,,-1.674728512763977,-1.183484673500061,-2.705634355545044,1.6747287511825562,1.7699178457260132,1.7337199449539185,3.349457263946533,2.953402519226074,4.439354300498962,43.91540466464389,0.41194267922316224,1.2205254249816342e-07,-0.08452429684351974,0.05053225256256864,,8000,0.0043135295037313275,-0.07165801592394493,0.0658533272221015,1.4838794762116734,0.38810507323905075,0.6618086323781915,0.9617499148499185,1.4808336963846986,1.955551251393402,2.8577532688260554
