mesh_name,vertex_count,face_count,is_watertight,surface_area,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,extent_x,extent_y,extent_z,bbox_volume,area_to_bbox_volume_ratio,centroid_x,centroid_y,centroid_z,compactness,sample_count,sample_centroid_x,sample_centroid_y,sample_centroid_z,dist_mean,dist_std,dist_min,dist_q10,dist_q50,dist_q90,dist_max
Cube - Sphere,4532,9080,True,438.63046937195924,104.3165753498883,-5.0,-5.0,-5.0,5.0,5.0,5.0,10.0,10.0,10.0,1000.0,0.43863046937195926,5.33242107069768e-16,3.2613383408539026e-16,2.786121985793507e-16,68.57050915501432,8000,0.034889970441879956,-0.04886397570127544,0.07161379296715412,6.89802482855631,0.4839744247570847,6.405230242028496,6.459398662804858,6.717308326386437,7.64052446515371,8.663423367066756
